"Step","linear-decrease - loss_mrtd","linear-decrease - loss_mrtd__MIN","linear-decrease - loss_mrtd__MAX","linear-increase - loss_mrtd","linear-increase - loss_mrtd__MIN","linear-increase - loss_mrtd__MAX","cosine-increase - loss_mrtd","cosine-increase - loss_mrtd__MIN","cosine-increase - loss_mrtd__MAX","cosine-decrease - loss_mrtd","cosine-decrease - loss_mrtd__MIN","cosine-decrease - loss_mrtd__MAX","2-flat - loss_mrtd","2-flat - loss_mrtd__MIN","2-flat - loss_mrtd__MAX","25-flat - loss_mrtd","25-flat - loss_mrtd__MIN","25-flat - loss_mrtd__MAX","20-flat - loss_mrtd","20-flat - loss_mrtd__MIN","20-flat - loss_mrtd__MAX","40-flat - loss_mrtd","40-flat - loss_mrtd__MIN","40-flat - loss_mrtd__MAX","15-flat - loss_mrtd","15-flat - loss_mrtd__MIN","15-flat - loss_mrtd__MAX","30-flat - loss_mrtd","30-flat - loss_mrtd__MIN","30-flat - loss_mrtd__MAX"
"10","0.2173659414607491","0.2173659414607491","0.2173659414607491","0.14778853037771378","0.14778853037771378","0.14778853037771378","0.13579560679077873","0.13579560679077873","0.13579560679077873","0.2451385981936491","0.2451385981936491","0.2451385981936491","0.07324099690361902","0.07324099690361902","0.07324099690361902","0.21739011164043695","0.21739011164043695","0.21739011164043695","0.18734756833695956","0.18734756833695956","0.18734756833695956","0.29612820447628735","0.29612820447628735","0.29612820447628735","0.15959175001076273","0.15959175001076273","0.15959175001076273","0.24756274616900292","0.24756274616900292","0.24756274616900292"
"11","0.20854855824603152","0.20854855824603152","0.20854855824603152","0.1542190214654587","0.1542190214654587","0.1542190214654587","0.14741349106882023","0.14741349106882023","0.14741349106882023","0.23541276872812109","0.23541276872812109","0.23541276872812109","0.07327413657779684","0.07327413657779684","0.07327413657779684","0.21185909580609952","0.21185909580609952","0.21185909580609952","0.1837309667243416","0.1837309667243416","0.1837309667243416","0.29435213848607233","0.29435213848607233","0.29435213848607233","0.154336997627757","0.154336997627757","0.154336997627757","0.24023544424362764","0.24023544424362764","0.24023544424362764"
"12","0.19877296777882877","0.19877296777882877","0.19877296777882877","0.15959944915069083","0.15959944915069083","0.15959944915069083","0.15654792754292374","0.15654792754292374","0.15654792754292374","0.2209077317068595","0.2209077317068595","0.2209077317068595","0.07330744705191379","0.07330744705191379","0.07330744705191379","0.2132076799499852","0.2132076799499852","0.2132076799499852","0.1844823803354538","0.1844823803354538","0.1844823803354538","0.29024029742101676","0.29024029742101676","0.29024029742101676","0.15501934487571697","0.15501934487571697","0.15501934487571697","0.24143352696515677","0.24143352696515677","0.24143352696515677"
"13","0.19029599901089686","0.19029599901089686","0.19029599901089686","0.16622440051358506","0.16622440051358506","0.16622440051358506","0.16699188785229363","0.16699188785229363","0.16699188785229363","0.20812276152908118","0.20812276152908118","0.20812276152908118","0.0701495589366723","0.0701495589366723","0.0701495589366723","0.21279557355686682","0.21279557355686682","0.21279557355686682","0.18420669425079841","0.18420669425079841","0.18420669425079841","0.288704649367519","0.288704649367519","0.288704649367519","0.15140185481335483","0.15140185481335483","0.15140185481335483","0.23811058167595672","0.23811058167595672","0.23811058167595672"
"14","0.18181421627852185","0.18181421627852185","0.18181421627852185","0.17230973620721288","0.17230973620721288","0.17230973620721288","0.17844280710742447","0.17844280710742447","0.17844280710742447","0.19479371974856116","0.19479371974856116","0.19479371974856116","0.07263810346116319","0.07263810346116319","0.07263810346116319","0.21007583468071833","0.21007583468071833","0.21007583468071833","0.18028675163349578","0.18028675163349578","0.18028675163349578","0.2888162424432412","0.2888162424432412","0.2888162424432412","0.14921581227232822","0.14921581227232822","0.14921581227232822","0.23629233167144179","0.23629233167144179","0.23629233167144179"
"15","0.1715671665994948","0.1715671665994948","0.1715671665994948","0.17819286952833183","0.17819286952833183","0.17819286952833183","0.1907549762302114","0.1907549762302114","0.1907549762302114","0.1843763175740383","0.1843763175740383","0.1843763175740383","0.06986527988786688","0.06986527988786688","0.06986527988786688","0.20894085703318127","0.20894085703318127","0.20894085703318127","0.1804513808425146","0.1804513808425146","0.1804513808425146","0.284114760823036","0.284114760823036","0.284114760823036","0.15095648520007615","0.15095648520007615","0.15095648520007615","0.23613072324629503","0.23613072324629503","0.23613072324629503"
"16","0.16300838282118543","0.16300838282118543","0.16300838282118543","0.1833974357616185","0.1833974357616185","0.1833974357616185","0.2020842287163357","0.2020842287163357","0.2020842287163357","0.1713988750547398","0.1713988750547398","0.1713988750547398","0.06994641789693727","0.06994641789693727","0.06994641789693727","0.2072566040002435","0.2072566040002435","0.2072566040002435","0.178838049587687","0.178838049587687","0.178838049587687","0.28553030125171175","0.28553030125171175","0.28553030125171175","0.15055384614881667","0.15055384614881667","0.15055384614881667","0.23599491365794234","0.23599491365794234","0.23599491365794234"
"17","0.15515211732517786","0.15515211732517786","0.15515211732517786","0.19034390051116926","0.19034390051116926","0.19034390051116926","0.21180651041871038","0.21180651041871038","0.21180651041871038","0.15754947362410773","0.15754947362410773","0.15754947362410773","0.06697248881647207","0.06697248881647207","0.06697248881647207","0.20794069123603687","0.20794069123603687","0.20794069123603687","0.17828843808014885","0.17828843808014885","0.17828843808014885","0.28397642671777545","0.28397642671777545","0.28397642671777545","0.14742304119174832","0.14742304119174832","0.14742304119174832","0.23137167310128912","0.23137167310128912","0.23137167310128912"
"18","0.145565002197613","0.145565002197613","0.145565002197613","0.1953581108732988","0.1953581108732988","0.1953581108732988","0.22099063355646287","0.22099063355646287","0.22099063355646287","0.14499740271637115","0.14499740271637115","0.14499740271637115","0.06994029522503777","0.06994029522503777","0.06994029522503777","0.20351299605126144","0.20351299605126144","0.20351299605126144","0.1747868408427666","0.1747868408427666","0.1747868408427666","0.28237387981578593","0.28237387981578593","0.28237387981578593","0.14834693009531452","0.14834693009531452","0.14834693009531452","0.23310902406184272","0.23310902406184272","0.23310902406184272"
"19","0.13726708954129055","0.13726708954129055","0.13726708954129055","0.20166704017128653","0.20166704017128653","0.20166704017128653","0.22953871366717205","0.22953871366717205","0.22953871366717205","0.1330487064071682","0.1330487064071682","0.1330487064071682","0.06791363167309891","0.06791363167309891","0.06791363167309891","0.20523233196292898","0.20523233196292898","0.20523233196292898","0.17828438566457339","0.17828438566457339","0.17828438566457339","0.28016930201467666","0.28016930201467666","0.28016930201467666","0.14693796767618592","0.14693796767618592","0.14693796767618592","0.23107749735581057","0.23107749735581057","0.23107749735581057"
"20","0.12976642924979442","0.12976642924979442","0.12976642924979442","0.20770489864108216","0.20770489864108216","0.20770489864108216","0.23961061030228176","0.23961061030228176","0.23961061030228176","0.12107171779249631","0.12107171779249631","0.12107171779249631","0.06642095100059964","0.06642095100059964","0.06642095100059964","0.20193962385977499","0.20193962385977499","0.20193962385977499","0.17537858401858852","0.17537858401858852","0.17537858401858852","0.2796836555117869","0.2796836555117869","0.2796836555117869","0.14635769544411023","0.14635769544411023","0.14635769544411023","0.23103212418731386","0.23103212418731386","0.23103212418731386"
"21","0.12130043610774037","0.12130043610774037","0.12130043610774037","0.21400815006203325","0.21400815006203325","0.21400815006203325","0.2504923043786797","0.2504923043786797","0.2504923043786797","0.1122916895995727","0.1122916895995727","0.1122916895995727","0.068091657359281","0.068091657359281","0.068091657359281","0.20140343125312382","0.20140343125312382","0.20140343125312382","0.17411968495184912","0.17411968495184912","0.17411968495184912","0.28053314302770693","0.28053314302770693","0.28053314302770693","0.1456304025580353","0.1456304025580353","0.1456304025580353","0.22985732285234764","0.22985732285234764","0.22985732285234764"
"22","0.1120996646192067","0.1120996646192067","0.1120996646192067","0.2198448493351577","0.2198448493351577","0.2198448493351577","0.253680775638755","0.253680775638755","0.253680775638755","0.09934161655526637","0.09934161655526637","0.09934161655526637","0.06834891680912435","0.06834891680912435","0.06834891680912435","0.20195126789444276","0.20195126789444276","0.20195126789444276","0.17446907339546516","0.17446907339546516","0.17446907339546516","0.2808373066106143","0.2808373066106143","0.2808373066106143","0.14632930068071676","0.14632930068071676","0.14632930068071676","0.2302266932625807","0.2302266932625807","0.2302266932625807"
"23","0.10472042570779284","0.10472042570779284","0.10472042570779284","0.2257251452370227","0.2257251452370227","0.2257251452370227","0.26263794250331307","0.26263794250331307","0.26263794250331307","0.09197216575879974","0.09197216575879974","0.09197216575879974","0.06676003073594526","0.06676003073594526","0.06676003073594526","0.20110345973796745","0.20110345973796745","0.20110345973796745","0.17261992653703873","0.17261992653703873","0.17261992653703873","0.27794800439977463","0.27794800439977463","0.27794800439977463","0.14227389951257874","0.14227389951257874","0.14227389951257874","0.22775090070626208","0.22775090070626208","0.22775090070626208"
"24","0.09646374360828852","0.09646374360828852","0.09646374360828852","0.23180200519139757","0.23180200519139757","0.23180200519139757","0.2693902512599949","0.2693902512599949","0.2693902512599949","0.08429105252201691","0.08429105252201691","0.08429105252201691","0.06770630549365754","0.06770630549365754","0.06770630549365754","0.20081889691215207","0.20081889691215207","0.20081889691215207","0.1722075458161021","0.1722075458161021","0.1722075458161021","0.27590916897276885","0.27590916897276885","0.27590916897276885","0.14167385858675566","0.14167385858675566","0.14167385858675566","0.22482016371236047","0.22482016371236047","0.22482016371236047"
"25","0.08872501216935463","0.08872501216935463","0.08872501216935463","0.2383769473899867","0.2383769473899867","0.2383769473899867","0.2765955584308573","0.2765955584308573","0.2765955584308573","0.07804856562137405","0.07804856562137405","0.07804856562137405","0.06666608294560965","0.06666608294560965","0.06666608294560965","0.19961398633779914","0.19961398633779914","0.19961398633779914","0.17073764376882605","0.17073764376882605","0.17073764376882605","0.27696927666721","0.27696927666721","0.27696927666721","0.14387426805106623","0.14387426805106623","0.14387426805106623","0.22746867038849883","0.22746867038849883","0.22746867038849883"
"26","0.08163541618091204","0.08163541618091204","0.08163541618091204","0.24535529005220374","0.24535529005220374","0.24535529005220374","0.2782391209070009","0.2782391209070009","0.2782391209070009","0.07334013085702136","0.07334013085702136","0.07334013085702136","0.06566534176173812","0.06566534176173812","0.06566534176173812","0.20017308615261817","0.20017308615261817","0.20017308615261817","0.17269450493640345","0.17269450493640345","0.17269450493640345","0.278667202859207","0.278667202859207","0.278667202859207","0.14275815156608365","0.14275815156608365","0.14275815156608365","0.22507281703803375","0.22507281703803375","0.22507281703803375"
"27","0.07451262133149786","0.07451262133149786","0.07451262133149786","0.25115411199686183","0.25115411199686183","0.25115411199686183","0.28347777216944076","0.28347777216944076","0.28347777216944076","0.06988780531154248","0.06988780531154248","0.06988780531154248","0.066498079309631","0.066498079309631","0.066498079309631","0.20044365418605678","0.20044365418605678","0.20044365418605678","0.17222117857993333","0.17222117857993333","0.17222117857993333","0.27482644954824265","0.27482644954824265","0.27482644954824265","0.14397068523254444","0.14397068523254444","0.14397068523254444","0.22664143187740377","0.22664143187740377","0.22664143187740377"
"28","0.0678593389218929","0.0678593389218929","0.0678593389218929","0.2576832069638576","0.2576832069638576","0.2576832069638576","0.2836372080536289","0.2836372080536289","0.2836372080536289","0.06746345428920543","0.06746345428920543","0.06746345428920543","0.06479486636017655","0.06479486636017655","0.06479486636017655","0.20067068165210822","0.20067068165210822","0.20067068165210822","0.1723250556978902","0.1723250556978902","0.1723250556978902","0.27971745565363015","0.27971745565363015","0.27971745565363015","0.14332791525899","0.14332791525899","0.14332791525899","0.22614029198458405","0.22614029198458405","0.22614029198458405"
"29","0.06120119955006788","0.06120119955006788","0.06120119955006788","0.26476274628533436","0.26476274628533436","0.26476274628533436","0.2856245726944154","0.2856245726944154","0.2856245726944154","0.06447015767063917","0.06447015767063917","0.06447015767063917","0.06459586826714737","0.06459586826714737","0.06459586826714737","0.1986436438569017","0.1986436438569017","0.1986436438569017","0.17144074468013212","0.17144074468013212","0.17144074468013212","0.27649766381630914","0.27649766381630914","0.27649766381630914","0.1437511509284377","0.1437511509284377","0.1437511509284377","0.22664694279745107","0.22664694279745107","0.22664694279745107"
